,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1143,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
1144,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Apple Eaton Centre,43.6529953,-79.3804454,Electronics Store
1145,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,The National Club,43.649342592832326,-79.38057357318459,Wine Bar
1146,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
1147,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1148,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
1149,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38011999999998,Cosmetics Shop
1150,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,The Underground Dance Centre,43.6497401826246,-79.38804462470118,Dance Studio
1151,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.38231400000002,Gym
1152,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
1153,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Bymark,43.64721728401801,-79.3812518816638,Restaurant
1154,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Victoria's Secret,43.653205881191866,-79.38052200729167,Lingerie Store
1155,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Five Guys,43.64895291711496,-79.38148110862167,Burger Joint
1156,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Sud Forno,43.65093965733833,-79.37904545824371,Bakery
1157,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,HomeSense,43.653053299999996,-79.37944959999999,Furniture / Home Store
1158,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049306,Bakery
1159,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
1160,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Poke Guys,43.65489527525683,-79.38505238381623,Poke Place
1161,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Queen St. Warehouse,43.65011654059042,-79.3903160886256,Bar
1162,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588463,Art Gallery
1163,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,The Fifth & Terrace,43.64924980933501,-79.38931975675419,Modern European Restaurant
1164,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664735,Clothing Store
1165,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,Papyrus,43.648195409549366,-79.3813921854217,Gift Shop
1166,"Downtown Toronto, Richmond",43.65057120000001,-79.3845675,MAC,43.65405547492733,-79.38071368220903,Cosmetics Shop
1167,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Harbourfront,43.63952563223911,-79.38068838052389,Neighborhood
1168,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Roundhouse Park,43.64174513889102,-79.38427882922345,Park
1169,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,iQ Food Co,43.642851,-79.382081,Salad Place
1170,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
1171,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Real Sports Apparel,43.64285984835777,-79.38018363195046,Sporting Goods Shop
1172,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,BeaverTails,43.639736,-79.38006800000002,Dessert Shop
1173,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
1174,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Harbourfront Centre,43.63855578926674,-79.38319016270458,Performing Arts Venue
1175,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Natrel Pond/Rink,43.6384313677662,-79.38252754335106,Skating Rink
1176,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Maple Leaf Square,43.64292522840184,-79.38089182467688,Plaza
1177,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
1178,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Evviva Restaurant,43.641579917618074,-79.38345644030795,Deli / Bodega
1179,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,e11even,43.64242558687748,-79.38144094115984,New American Restaurant
1180,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Harbour Square Park,43.63925269130775,-79.37839547902978,Park
1181,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
1182,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
1183,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Boxcar Social,43.63831906511549,-79.38246311921246,Café
1184,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Real Sports Bar & Grill,43.64255846521551,-79.3799650669098,Sports Bar
1185,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
1186,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Miku,43.64137436,-79.37753063,Japanese Restaurant
1187,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
1188,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.6423209103846,-79.38374932648955,Café
1189,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
1190,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
1191,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Le Germain Hotel,43.643125029796906,-79.38091770864038,Hotel
1192,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Scotiabank Arena,43.643446175351066,-79.37903988889991,Basketball Stadium
1193,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1194,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Pearl Harbourfront,43.638156540135405,-79.38068763743328,Chinese Restaurant
1195,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Delta Toronto Club Lounge,43.64308454373066,-79.38388489051405,Roof Deck
1196,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,TELUS,43.64331243103257,-79.38099939294844,IT Services
1197,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Kinton Ramen,43.641663,-79.37907,Ramen Restaurant
1198,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
1199,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146144,Aquarium
1200,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,PawsWay,43.63859915782706,-79.38499178154079,Event Space
1201,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Union Pearson Express,43.64436200658876,-79.38319927907953,Train Station
1202,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Fleck Dance Theater,43.638300366812686,-79.38046993992471,Dance Studio
1203,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Steam Whistle Brewing,43.64175162867755,-79.38708862583252,Brewery
1204,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Ray Bay,43.642323,-79.38593,Aquarium
1205,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
1206,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
1207,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405731,History Museum
1208,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Balzac's Coffee,43.64437258414837,-79.38306470027423,Coffee Shop
1209,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,WVRST,43.64496809087762,-79.38137631843856,Beer Bar
1210,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Rogers Centre,43.64175329733296,-79.38714957057036,Baseball Stadium
1211,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,CN Tower,43.64253557018913,-79.38718187733883,Monument / Landmark
1212,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Booster Juice,43.64322536,-79.38123829999998,Juice Bar
1213,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Dangerous Lagoon,43.64233,-79.385925,Aquarium
1214,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,The Rec Room,43.641109851662456,-79.38676279808568,Bar
1215,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Pilot Coffee Roasters,43.645018144646976,-79.38041509311991,Coffee Shop
1216,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
1217,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
1218,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Harbourfront Wavedecks,43.6389104293985,-79.38485064893274,Scenic Lookout
1219,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Steam Whistle's Biergarten,43.640665954727275,-79.38585895302366,Restaurant
1220,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
1221,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Subway,43.6397080530486,-79.38344130418052,Sandwich Place
1222,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
1223,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
1224,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Harbour 60 Toronto,43.64222021431868,-79.37794459004243,Steakhouse
1225,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
1226,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Labatt Breweries of Canada,43.638281891678375,-79.38037771487726,Brewery
1227,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
1228,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Rainbow Reef,43.64226,-79.385994,Aquarium
1229,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Starbucks,43.640257,-79.381731,Coffee Shop
1230,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Pie Bar,43.63817355603518,-79.38054644461133,Pizza Place
1231,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Glass Floor,43.642643117349,-79.38694780301734,Scenic Lookout
1232,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Starbucks,43.64309,-79.383071,Coffee Shop
1233,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
1234,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Tim Hortons,43.6387246,-79.38634029999999,Coffee Shop
1235,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
1236,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
1237,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,"The Westin Harbour Castle, Toronto",43.641211392069906,-79.37574863433838,Hotel
1238,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Kellys Landing,43.645005782410266,-79.3826604817129,Restaurant
1239,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
1240,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Radisson Admiral Hotel Toronto-Harbourfront,43.6386727,-79.3857168,Hotel
1241,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,McCafé,43.644490691919735,-79.38110912246584,Café
1242,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
1243,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Buster's Sea Cove,43.642636994917666,-79.38337001427527,Seafood Restaurant
1244,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Chipotle Mexican Grill,43.644890000000004,-79.38305,Mexican Restaurant
1245,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Enwave Theatre,43.638636088430566,-79.38229942602973,Theater
1246,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Panago,43.64251764051932,-79.38359138522554,Pizza Place
1247,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
1248,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Dollarama,43.641765,-79.379589,Discount Store
1249,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Tim Hortons,43.63882773618699,-79.38037276268004,Coffee Shop
1250,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Starbucks,43.64510181136508,-79.38360972233002,Coffee Shop
1251,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Union Food Court,43.644596060712175,-79.38119956332321,Food Court
1252,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Sushi Shop,43.643485,-79.38096,Restaurant
1253,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,The Danish Pastry House,43.64526188121352,-79.38084966956498,Bakery
1254,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
1255,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Toronto Railway Museum,43.64074506722836,-79.38598104134535,History Museum
1256,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Starbucks,43.64458075279497,-79.38167197782931,Coffee Shop
1257,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Canadian Waters,43.64210325443365,-79.38625340132009,Aquarium
1258,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917553,Hotel Bar
1259,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
1260,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425999,Tea Room
1261,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
1262,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Toronto Blue Jays Box Office,43.64241616569044,-79.38586232130253,Baseball Stadium
1263,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,WestJet Stage,43.63802210524935,-79.38353594515505,Music Venue
1264,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
1265,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Roundhouse Craft Beer Festival,43.64137952795036,-79.38463071869337,Festival
1266,"Downtown Toronto, Union Station",43.6408157,-79.38175229999997,Winners,43.64206291678669,-79.37900143460837,Department Store
1267,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Equinox Bay Street,43.648099740348556,-79.37998869411527,Gym
1268,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,The Fairmont Royal York,43.645449146166506,-79.3815076529019,Hotel
1269,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Canoe,43.64745206618348,-79.38132001815677,Restaurant
1270,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1271,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363919,Pub
1272,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Starbucks,43.646731,-79.383951,Coffee Shop
1273,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Maman,43.64830873804684,-79.38225333898805,Café
1274,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,WVRST,43.64496809087762,-79.38137631843856,Beer Bar
1275,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,King Taps,43.64847597418299,-79.38205778358744,Gastropub
1276,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Dineen @CommerceCourt,43.64825054336556,-79.38012728220869,Coffee Shop
1277,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Olly Fresco's,43.64691223190928,-79.37959661696462,Deli / Bodega
1278,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Pilot Coffee Roasters,43.645018144646976,-79.38041509311991,Coffee Shop
1279,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Mos Mos Coffee,43.64815919753501,-79.37874450467257,Café
1280,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1281,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
1282,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Sam James Coffee Bar (SJCB),43.64788137014028,-79.3843315283683,Café
1283,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1284,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Bymark,43.64721728401801,-79.3812518816638,Restaurant
1285,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Pumpernickel's Deli,43.64883150054619,-79.38197006345456,Deli / Bodega
1286,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Ki Modern Japanese + Bar,43.647166999999996,-79.37960799999998,Japanese Restaurant
1287,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
1288,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Design Exchange,43.64797219581623,-79.38010382588463,Art Gallery
1289,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Starbucks,43.647261,-79.378599,Coffee Shop
1290,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1291,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Union Pearson Express,43.64436200658876,-79.38319927907953,Train Station
1292,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1293,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,DAVIDsTEA,43.6466577362858,-79.37764102856944,Tea Room
1294,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Pizzeria Libretto,43.648333546862354,-79.38511050184171,Pizza Place
1295,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Library Bar,43.64550019136729,-79.38160166851245,Hotel Bar
1296,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1297,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Roy Thomson Hall,43.6465886970634,-79.38597899374355,Concert Hall
1298,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,The Keg Steakhouse + Bar,43.64993725298525,-79.38419604942506,Steakhouse
1299,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Petit Four Bakery,43.64774369258709,-79.379588142506,Sandwich Place
1300,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Balzac's Coffee,43.64437258414837,-79.38306470027423,Coffee Shop
1301,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Starbucks,43.646516,-79.380059,Coffee Shop
1302,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Marché Mövenpick,43.64726160000001,-79.3785998,Restaurant
1303,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1304,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1305,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Starbucks,43.649028319575216,-79.38159290007317,Coffee Shop
1306,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Café Plenty,43.64911793545771,-79.37831288380438,Café
1307,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Buster's Sea Cove,43.647774105842885,-79.37918080262172,Seafood Restaurant
1308,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
1309,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
1310,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Movenpick Cafe,43.64768680893089,-79.3772953884033,Café
1311,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Papyrus,43.648195409549366,-79.3813921854217,Gift Shop
1312,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Tim Hortons,43.64610457819767,-79.38257150352001,Coffee Shop
1313,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,The National Club,43.649342592832326,-79.38057357318459,Wine Bar
1314,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Dineen Coffee,43.650496999999994,-79.378765,Café
1315,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Soho House Toronto,43.648734306596616,-79.38654117564838,Speakeasy
1316,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,deKEFIR,43.65043319523819,-79.37939324949956,Ice Cream Shop
1317,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1318,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Reds Wine Tavern,43.64957038171472,-79.38212873483711,Gastropub
1319,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Brookfield Place,43.64679064120303,-79.37876938530563,Shopping Mall
1320,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Tim Hortons,43.64625596752465,-79.37957346439356,Coffee Shop
1321,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,John & Sons Oyster House,43.650602298305714,-79.38155510682869,Seafood Restaurant
1322,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,The Danish Pastry House,43.64526188121352,-79.38084966956498,Bakery
1323,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Kellys Landing,43.645005782410266,-79.3826604817129,Restaurant
1324,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Toronto PATH System,43.649903406989786,-79.3830527039004,General Travel
1325,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1326,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Shangri-La Toronto,43.64912919417503,-79.3865566853963,Hotel
1327,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Loose Moose,43.64528061938072,-79.38396600831251,Bar
1328,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1329,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1330,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Craft Beer Market,43.649872278912106,-79.37839828995996,Beer Bar
1331,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Boxcar Social Temperance,43.650557252494046,-79.38195634640063,Bar
1332,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Scotiabank Arena,43.643446175351066,-79.37903988889991,Basketball Stadium
1333,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Biff's Bistro,43.64708482512509,-79.37634231908494,French Restaurant
1334,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Real Sports Apparel,43.64285984835777,-79.38018363195046,Sporting Goods Shop
1335,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,iQ Food Co,43.642851,-79.382081,Salad Place
1336,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Jack Astor's Bar & Grill,43.645315000000004,-79.383837,American Restaurant
1337,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Estiatorio Volos,43.65032912559997,-79.38453301297716,Greek Restaurant
1338,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,The Ritz-Carlton,43.64533015759589,-79.38708901405334,Hotel
1339,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Chipotle Mexican Grill,43.644890000000004,-79.38305,Mexican Restaurant
1340,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Starbucks,43.64510181136508,-79.38360972233002,Coffee Shop
1341,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Maple Leaf Square,43.64292522840184,-79.38089182467688,Plaza
1342,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Royal Alexandra Theatre,43.647255,-79.38753,Theater
1343,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Spa My Blend by Clarins,43.645359,-79.387128,Spa
1344,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,The Chase,43.6509519820936,-79.37942201983014,New American Restaurant
1345,"Downtown Toronto, Toronto Dominion Centre",43.6471768,-79.38157640000001,Starbucks,43.649328000000004,-79.378339,Coffee Shop
